	chromosome_name	external_gene_name	description	gene_biotype
PRSS8	16	PRSS8	serine protease 8 [Source:HGNC Symbol;Acc:HGNC:9491]	protein_coding
PRTFDC1	10	PRTFDC1	phosphoribosyl transferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23333]	protein_coding
PRTG	15	PRTG	protogenin [Source:HGNC Symbol;Acc:HGNC:26373]	protein_coding
PRTN3	19	PRTN3	proteinase 3 [Source:HGNC Symbol;Acc:HGNC:9495]	protein_coding
PRUNE2	9	PRUNE2	prune homolog 2 with BCH domain [Source:HGNC Symbol;Acc:HGNC:25209]	protein_coding
PRX	19	PRX	periaxin [Source:HGNC Symbol;Acc:HGNC:13797]	protein_coding
PSAP	10	PSAP	prosaposin [Source:HGNC Symbol;Acc:HGNC:9498]	protein_coding
PSAPL1	4	PSAPL1	prosaposin like 1 [Source:HGNC Symbol;Acc:HGNC:33131]	protein_coding
PSAT1	9	PSAT1	phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]	protein_coding
PSCA	8	PSCA	prostate stem cell antigen [Source:HGNC Symbol;Acc:HGNC:9500]	protein_coding
PSD	10	PSD	pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:HGNC:9507]	protein_coding
PSD2	5	PSD2	pleckstrin and Sec7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19092]	protein_coding
PSD3	8	PSD3	pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]	protein_coding
PSD4	2	PSD4	pleckstrin and Sec7 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19096]	protein_coding
PSEN1	14	PSEN1	presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]	protein_coding
PSEN2	1	PSEN2	presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]	protein_coding
PSENEN	19	PSENEN	presenilin enhancer, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:30100]	protein_coding
PSG10P	19	PSG10P	pregnancy specific beta-1-glycoprotein 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:9515]	transcribed_unprocessed_pseudogene
PSG11	19	PSG11	pregnancy specific beta-1-glycoprotein 11 [Source:HGNC Symbol;Acc:HGNC:9516]	protein_coding
PSG2	19	PSG2	pregnancy specific beta-1-glycoprotein 2 [Source:HGNC Symbol;Acc:HGNC:9519]	protein_coding
PSG3	19	PSG3	pregnancy specific beta-1-glycoprotein 3 [Source:HGNC Symbol;Acc:HGNC:9520]	protein_coding
PSG4	19	PSG4	pregnancy specific beta-1-glycoprotein 4 [Source:HGNC Symbol;Acc:HGNC:9521]	protein_coding
PSG5	19	PSG5	pregnancy specific beta-1-glycoprotein 5 [Source:HGNC Symbol;Acc:HGNC:9522]	protein_coding
PSG7	19	PSG7	pregnancy specific beta-1-glycoprotein 7 [Source:HGNC Symbol;Acc:HGNC:9524]	protein_coding
PSG8	19	PSG8	pregnancy specific beta-1-glycoprotein 8 [Source:HGNC Symbol;Acc:HGNC:9525]	protein_coding
PSG9	19	PSG9	pregnancy specific beta-1-glycoprotein 9 [Source:HGNC Symbol;Acc:HGNC:9526]	protein_coding
PSIP1	9	PSIP1	PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]	protein_coding
PSKH1	16	PSKH1	protein serine kinase H1 [Source:HGNC Symbol;Acc:HGNC:9529]	protein_coding
PSKH2	8	PSKH2	protein serine kinase H2 [Source:HGNC Symbol;Acc:HGNC:18997]	protein_coding
PSMA1	11	PSMA1	proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]	protein_coding
PSMA2	7	PSMA2	proteasome 20S subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9531]	protein_coding
PSMA3	14	PSMA3	proteasome 20S subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]	protein_coding
PSMA4	15	PSMA4	proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]	protein_coding
PSMA5	1	PSMA5	proteasome 20S subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534]	protein_coding
PSMA6	14	PSMA6	proteasome 20S subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:9535]	protein_coding
PSMA7	20	PSMA7	proteasome 20S subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:9536]	protein_coding
PSMA8	18	PSMA8	proteasome 20S subunit alpha 8 [Source:HGNC Symbol;Acc:HGNC:22985]	protein_coding
PSMB1	6	PSMB1	proteasome 20S subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]	protein_coding
PSMB10	16	PSMB10	proteasome 20S subunit beta 10 [Source:HGNC Symbol;Acc:HGNC:9538]	protein_coding
PSMB11	14	PSMB11	proteasome subunit beta 11 [Source:HGNC Symbol;Acc:HGNC:31963]	protein_coding
PSMB2	1	PSMB2	proteasome 20S subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9539]	protein_coding
PSMB3	17	PSMB3	proteasome 20S subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:9540]	protein_coding
PSMB4	1	PSMB4	proteasome 20S subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:9541]	protein_coding
PSMB5	14	PSMB5	proteasome 20S subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:9542]	protein_coding
PSMB6	17	PSMB6	proteasome 20S subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:9543]	protein_coding
PSMB7	9	PSMB7	proteasome 20S subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:9544]	protein_coding
PSMB8	6	PSMB8	proteasome 20S subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:9545]	protein_coding
PSMB9	6	PSMB9	proteasome 20S subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546]	protein_coding
PSMC1	14	PSMC1	proteasome 26S subunit, ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9547]	protein_coding
PSMC2	7	PSMC2	proteasome 26S subunit, ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9548]	protein_coding
PSMC3	11	PSMC3	proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]	protein_coding
PSMC3IP	17	PSMC3IP	PSMC3 interacting protein [Source:HGNC Symbol;Acc:HGNC:17928]	protein_coding
PSMC4	19	PSMC4	proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]	protein_coding
PSMC5	17	PSMC5	proteasome 26S subunit, ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9552]	protein_coding
PSMC6	14	PSMC6	proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]	protein_coding
PSMD1	2	PSMD1	proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]	protein_coding
PSMD10	X	PSMD10	proteasome 26S subunit, non-ATPase 10 [Source:HGNC Symbol;Acc:HGNC:9555]	protein_coding
PSMD11	17	PSMD11	proteasome 26S subunit, non-ATPase 11 [Source:HGNC Symbol;Acc:HGNC:9556]	protein_coding
PSMD12	17	PSMD12	proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]	protein_coding
PSMD13	11	PSMD13	proteasome 26S subunit, non-ATPase 13 [Source:HGNC Symbol;Acc:HGNC:9558]	protein_coding
PSMD14	2	PSMD14	proteasome 26S subunit, non-ATPase 14 [Source:HGNC Symbol;Acc:HGNC:16889]	protein_coding
PSMD2	3	PSMD2	proteasome 26S subunit ubiquitin receptor, non-ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9559]	protein_coding
PSMD3	17	PSMD3	proteasome 26S subunit, non-ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9560]	protein_coding
PSMD4	1	PSMD4	proteasome 26S subunit ubiquitin receptor, non-ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9561]	protein_coding
PSMD5	9	PSMD5	proteasome 26S subunit, non-ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9563]	protein_coding
PSMD6	3	PSMD6	proteasome 26S subunit, non-ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9564]	protein_coding
PSMD7	16	PSMD7	proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]	protein_coding
PSMD8	19	PSMD8	proteasome 26S subunit, non-ATPase 8 [Source:HGNC Symbol;Acc:HGNC:9566]	protein_coding
PSMD9	12	PSMD9	proteasome 26S subunit, non-ATPase 9 [Source:HGNC Symbol;Acc:HGNC:9567]	protein_coding
PSME1	14	PSME1	proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]	protein_coding
PSME2	14	PSME2	proteasome activator subunit 2 [Source:HGNC Symbol;Acc:HGNC:9569]	protein_coding
PSME3	17	PSME3	proteasome activator subunit 3 [Source:HGNC Symbol;Acc:HGNC:9570]	protein_coding
PSME4	2	PSME4	proteasome activator subunit 4 [Source:HGNC Symbol;Acc:HGNC:20635]	protein_coding
PSMF1	20	PSMF1	proteasome inhibitor subunit 1 [Source:HGNC Symbol;Acc:HGNC:9571]	protein_coding
PSMG1	21	PSMG1	proteasome assembly chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3043]	protein_coding
PSMG2	18	PSMG2	proteasome assembly chaperone 2 [Source:HGNC Symbol;Acc:HGNC:24929]	protein_coding
PSMG3	7	PSMG3	proteasome assembly chaperone 3 [Source:HGNC Symbol;Acc:HGNC:22420]	protein_coding
PSMG4	6	PSMG4	proteasome assembly chaperone 4 [Source:HGNC Symbol;Acc:HGNC:21108]	protein_coding
PSORS1C1	6	PSORS1C1	psoriasis susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:HGNC:17202]	protein_coding
PSORS1C2	6	PSORS1C2	psoriasis susceptibility 1 candidate 2 [Source:HGNC Symbol;Acc:HGNC:17199]	protein_coding
PSORS1C3	6	PSORS1C3	psoriasis susceptibility 1 candidate 3 [Source:HGNC Symbol;Acc:HGNC:17203]	lncRNA
PSPC1	13	PSPC1	paraspeckle component 1 [Source:HGNC Symbol;Acc:HGNC:20320]	protein_coding
PSPH	7	PSPH	phosphoserine phosphatase [Source:HGNC Symbol;Acc:HGNC:9577]	protein_coding
PSPN	19	PSPN	persephin [Source:HGNC Symbol;Acc:HGNC:9579]	protein_coding
PSRC1	1	PSRC1	proline and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472]	protein_coding
PSTK	10	PSTK	phosphoseryl-tRNA kinase [Source:HGNC Symbol;Acc:HGNC:28578]	protein_coding
PSTPIP1	15	PSTPIP1	proline-serine-threonine phosphatase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9580]	protein_coding
PSTPIP2	18	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]	protein_coding
PTAFR	1	PTAFR	platelet activating factor receptor [Source:HGNC Symbol;Acc:HGNC:9582]	protein_coding
PTAR1	9	PTAR1	protein prenyltransferase alpha subunit repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30449]	protein_coding
PTBP1	19	PTBP1	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]	protein_coding
PTBP2	1	PTBP2	polypyrimidine tract binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17662]	protein_coding
PTBP3	9	PTBP3	polypyrimidine tract binding protein 3 [Source:HGNC Symbol;Acc:HGNC:10253]	protein_coding
PTCD2	5	PTCD2	pentatricopeptide repeat domain 2 [Source:HGNC Symbol;Acc:HGNC:25734]	protein_coding
PTCD3	2	PTCD3	pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:24717]	protein_coding
PTCH1	9	PTCH1	patched 1 [Source:HGNC Symbol;Acc:HGNC:9585]	protein_coding
PTCH2	1	PTCH2	patched 2 [Source:HGNC Symbol;Acc:HGNC:9586]	protein_coding
PTCHD1	X	PTCHD1	patched domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26392]	protein_coding
PTCHD3	10	PTCHD3	patched domain containing 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:24776]	protein_coding
PTDSS1	8	PTDSS1	phosphatidylserine synthase 1 [Source:HGNC Symbol;Acc:HGNC:9587]	protein_coding
PTDSS2	11	PTDSS2	phosphatidylserine synthase 2 [Source:HGNC Symbol;Acc:HGNC:15463]	protein_coding
PTEN	10	PTEN	phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588]	protein_coding
PTENP1	9	PTENP1	phosphatase and tensin homolog pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9589]	transcribed_processed_pseudogene
PTER	10	PTER	phosphotriesterase related [Source:HGNC Symbol;Acc:HGNC:9590]	protein_coding
PTF1A	10	PTF1A	pancreas associated transcription factor 1a [Source:HGNC Symbol;Acc:HGNC:23734]	protein_coding
PTGDR	14	PTGDR	prostaglandin D2 receptor [Source:HGNC Symbol;Acc:HGNC:9591]	protein_coding
PTGDR2	11	PTGDR2	prostaglandin D2 receptor 2 [Source:HGNC Symbol;Acc:HGNC:4502]	protein_coding
PTGDS	9	PTGDS	prostaglandin D2 synthase [Source:HGNC Symbol;Acc:HGNC:9592]	protein_coding
PTGER1	19	PTGER1	prostaglandin E receptor 1 [Source:HGNC Symbol;Acc:HGNC:9593]	protein_coding
PTGER2	14	PTGER2	prostaglandin E receptor 2 [Source:HGNC Symbol;Acc:HGNC:9594]	protein_coding
PTGER3	1	PTGER3	prostaglandin E receptor 3 [Source:HGNC Symbol;Acc:HGNC:9595]	protein_coding
PTGER4	5	PTGER4	prostaglandin E receptor 4 [Source:HGNC Symbol;Acc:HGNC:9596]	protein_coding
PTGES	9	PTGES	prostaglandin E synthase [Source:HGNC Symbol;Acc:HGNC:9599]	protein_coding
PTGES2	9	PTGES2	prostaglandin E synthase 2 [Source:HGNC Symbol;Acc:HGNC:17822]	protein_coding
PTGES3	12	PTGES3	prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049]	protein_coding
PTGFR	1	PTGFR	prostaglandin F receptor [Source:HGNC Symbol;Acc:HGNC:9600]	protein_coding
PTGFRN	1	PTGFRN	prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601]	protein_coding
PTGIR	19	PTGIR	prostaglandin I2 receptor [Source:HGNC Symbol;Acc:HGNC:9602]	protein_coding
PTGIS	20	PTGIS	prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603]	protein_coding
PTGR1	9	PTGR1	prostaglandin reductase 1 [Source:HGNC Symbol;Acc:HGNC:18429]	protein_coding
PTGR2	14	PTGR2	prostaglandin reductase 2 [Source:HGNC Symbol;Acc:HGNC:20149]	protein_coding
PTGS1	9	PTGS1	prostaglandin-endoperoxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:9604]	protein_coding
PTGS2	1	PTGS2	prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]	protein_coding
PTH	11	PTH	parathyroid hormone [Source:HGNC Symbol;Acc:HGNC:9606]	protein_coding
PTH1R	3	PTH1R	parathyroid hormone 1 receptor [Source:HGNC Symbol;Acc:HGNC:9608]	protein_coding
PTH2R	2	PTH2R	parathyroid hormone 2 receptor [Source:HGNC Symbol;Acc:HGNC:9609]	protein_coding
PTHLH	12	PTHLH	parathyroid hormone like hormone [Source:HGNC Symbol;Acc:HGNC:9607]	protein_coding
PTK2	8	PTK2	protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]	protein_coding
PTK2B	8	PTK2B	protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]	protein_coding
PTK6	20	PTK6	protein tyrosine kinase 6 [Source:HGNC Symbol;Acc:HGNC:9617]	protein_coding
PTK7	6	PTK7	protein tyrosine kinase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:9618]	protein_coding
PTMA	2	PTMA	prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623]	protein_coding
PTN	7	PTN	pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]	protein_coding
PTOV1	19	PTOV1	PTOV1 extended AT-hook containing adaptor protein [Source:HGNC Symbol;Acc:HGNC:9632]	protein_coding
PTP4A1	6	PTP4A1	protein tyrosine phosphatase 4A1 [Source:HGNC Symbol;Acc:HGNC:9634]	protein_coding
PTP4A2	1	PTP4A2	protein tyrosine phosphatase 4A2 [Source:HGNC Symbol;Acc:HGNC:9635]	protein_coding
PTP4A3	8	PTP4A3	protein tyrosine phosphatase 4A3 [Source:HGNC Symbol;Acc:HGNC:9636]	protein_coding
PTPMT1	11	PTPMT1	protein tyrosine phosphatase mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:26965]	protein_coding
PTPN1	20	PTPN1	protein tyrosine phosphatase non-receptor type 1 [Source:HGNC Symbol;Acc:HGNC:9642]	protein_coding
PTPN11	12	PTPN11	protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]	protein_coding
PTPN12	7	PTPN12	protein tyrosine phosphatase non-receptor type 12 [Source:HGNC Symbol;Acc:HGNC:9645]	protein_coding
PTPN13	4	PTPN13	protein tyrosine phosphatase non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]	protein_coding
PTPN14	1	PTPN14	protein tyrosine phosphatase non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647]	protein_coding
PTPN18	2	PTPN18	protein tyrosine phosphatase non-receptor type 18 [Source:HGNC Symbol;Acc:HGNC:9649]	protein_coding
PTPN2	18	PTPN2	protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]	protein_coding
PTPN21	14	PTPN21	protein tyrosine phosphatase non-receptor type 21 [Source:HGNC Symbol;Acc:HGNC:9651]	protein_coding
PTPN22	1	PTPN22	protein tyrosine phosphatase non-receptor type 22 [Source:HGNC Symbol;Acc:HGNC:9652]	protein_coding
PTPN23	3	PTPN23	protein tyrosine phosphatase non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406]	protein_coding
PTPN3	9	PTPN3	protein tyrosine phosphatase non-receptor type 3 [Source:HGNC Symbol;Acc:HGNC:9655]	protein_coding
PTPN4	2	PTPN4	protein tyrosine phosphatase non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]	protein_coding
PTPN5	11	PTPN5	protein tyrosine phosphatase non-receptor type 5 [Source:HGNC Symbol;Acc:HGNC:9657]	protein_coding
PTPN6	12	PTPN6	protein tyrosine phosphatase non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]	protein_coding
PTPN7	1	PTPN7	protein tyrosine phosphatase non-receptor type 7 [Source:HGNC Symbol;Acc:HGNC:9659]	protein_coding
PTPN9	15	PTPN9	protein tyrosine phosphatase non-receptor type 9 [Source:HGNC Symbol;Acc:HGNC:9661]	protein_coding
PTPRA	20	PTPRA	protein tyrosine phosphatase receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]	protein_coding
PTPRB	12	PTPRB	protein tyrosine phosphatase receptor type B [Source:HGNC Symbol;Acc:HGNC:9665]	protein_coding
PTPRC	1	PTPRC	protein tyrosine phosphatase receptor type C [Source:HGNC Symbol;Acc:HGNC:9666]	protein_coding
PTPRD	9	PTPRD	protein tyrosine phosphatase receptor type D [Source:HGNC Symbol;Acc:HGNC:9668]	protein_coding
PTPRE	10	PTPRE	protein tyrosine phosphatase receptor type E [Source:HGNC Symbol;Acc:HGNC:9669]	protein_coding
PTPRF	1	PTPRF	protein tyrosine phosphatase receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]	protein_coding
PTPRG	3	PTPRG	protein tyrosine phosphatase receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]	protein_coding
PTPRH	19	PTPRH	protein tyrosine phosphatase receptor type H [Source:HGNC Symbol;Acc:HGNC:9672]	protein_coding
PTPRJ	11	PTPRJ	protein tyrosine phosphatase receptor type J [Source:HGNC Symbol;Acc:HGNC:9673]	protein_coding
PTPRK	6	PTPRK	protein tyrosine phosphatase receptor type K [Source:HGNC Symbol;Acc:HGNC:9674]	protein_coding
PTPRM	18	PTPRM	protein tyrosine phosphatase receptor type M [Source:HGNC Symbol;Acc:HGNC:9675]	protein_coding
PTPRN	2	PTPRN	protein tyrosine phosphatase receptor type N [Source:HGNC Symbol;Acc:HGNC:9676]	protein_coding
PTPRN2	7	PTPRN2	protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]	protein_coding
PTPRO	12	PTPRO	protein tyrosine phosphatase receptor type O [Source:HGNC Symbol;Acc:HGNC:9678]	protein_coding
PTPRQ	12	PTPRQ	protein tyrosine phosphatase receptor type Q [Source:HGNC Symbol;Acc:HGNC:9679]	protein_coding
PTPRR	12	PTPRR	protein tyrosine phosphatase receptor type R [Source:HGNC Symbol;Acc:HGNC:9680]	protein_coding
PTPRS	19	PTPRS	protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]	protein_coding
PTPRT	20	PTPRT	protein tyrosine phosphatase receptor type T [Source:HGNC Symbol;Acc:HGNC:9682]	protein_coding
PTPRU	1	PTPRU	protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]	protein_coding
PTPRZ1	7	PTPRZ1	protein tyrosine phosphatase receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]	protein_coding
PTRH1	9	PTRH1	peptidyl-tRNA hydrolase 1 homolog [Source:HGNC Symbol;Acc:HGNC:27039]	protein_coding
PTRH2	17	PTRH2	peptidyl-tRNA hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:24265]	protein_coding
PTRHD1	2	PTRHD1	peptidyl-tRNA hydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33782]	protein_coding
PTS	11	PTS	6-pyruvoyltetrahydropterin synthase [Source:HGNC Symbol;Acc:HGNC:9689]	protein_coding
PTTG1	5	PTTG1	PTTG1 regulator of sister chromatid separation, securin [Source:HGNC Symbol;Acc:HGNC:9690]	protein_coding
PTTG1IP	21	PTTG1IP	PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]	protein_coding
PTTG2	4	PTTG2	pituitary tumor-transforming 2 [Source:HGNC Symbol;Acc:HGNC:9691]	protein_coding
PTTG3P	8	PTTG3P	pituitary tumor-transforming 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:13422]	processed_pseudogene
PTX3	3	PTX3	pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]	protein_coding
PTX4	16	PTX4	pentraxin 4 [Source:HGNC Symbol;Acc:HGNC:14171]	protein_coding
PUF60	8	PUF60	poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]	protein_coding
PUM1	1	PUM1	pumilio RNA binding family member 1 [Source:HGNC Symbol;Acc:HGNC:14957]	protein_coding
PUM2	2	PUM2	pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]	protein_coding
PURA	5	PURA	purine rich element binding protein A [Source:HGNC Symbol;Acc:HGNC:9701]	protein_coding
PURB	7	PURB	purine rich element binding protein B [Source:HGNC Symbol;Acc:HGNC:9702]	protein_coding
PURG	8	PURG	purine rich element binding protein G [Source:HGNC Symbol;Acc:HGNC:17930]	protein_coding
PUS1	12	PUS1	pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508]	protein_coding
PUS10	2	PUS10	pseudouridine synthase 10 [Source:HGNC Symbol;Acc:HGNC:26505]	protein_coding
PUS3	11	PUS3	pseudouridine synthase 3 [Source:HGNC Symbol;Acc:HGNC:25461]	protein_coding
PUS7	7	PUS7	pseudouridine synthase 7 [Source:HGNC Symbol;Acc:HGNC:26033]	protein_coding
PUS7L	12	PUS7L	pseudouridine synthase 7 like [Source:HGNC Symbol;Acc:HGNC:25276]	protein_coding
PUSL1	1	PUSL1	pseudouridine synthase like 1 [Source:HGNC Symbol;Acc:HGNC:26914]	protein_coding
PVALB	22	PVALB	parvalbumin [Source:HGNC Symbol;Acc:HGNC:9704]	protein_coding
PVR	19	PVR	PVR cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:9705]	protein_coding
PVRIG	7	PVRIG	PVR related immunoglobulin domain containing [Source:HGNC Symbol;Acc:HGNC:32190]	protein_coding
PVT1	8	PVT1	Pvt1 oncogene [Source:HGNC Symbol;Acc:HGNC:9709]	lncRNA
PWP1	12	PWP1	PWP1 homolog, endonuclein [Source:HGNC Symbol;Acc:HGNC:17015]	protein_coding
PWP2	21	PWP2	PWP2 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:9711]	protein_coding
PWRN2	15	PWRN2	Prader-Willi region non-protein coding RNA 2 [Source:HGNC Symbol;Acc:HGNC:33236]	lncRNA
PWWP2A	5	PWWP2A	PWWP domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29406]	protein_coding
PWWP2B	10	PWWP2B	PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]	protein_coding
PXDC1	6	PXDC1	PX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21361]	protein_coding
PXDN	2	PXDN	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]	protein_coding
PXDNL	8	PXDNL	peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]	protein_coding
PXK	3	PXK	PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326]	protein_coding
PXMP2	12	PXMP2	peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716]	protein_coding
PXMP4	20	PXMP4	peroxisomal membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15920]	protein_coding
PXN	12	PXN	paxillin [Source:HGNC Symbol;Acc:HGNC:9718]	protein_coding
PXT1	6	PXT1	peroxisomal testis enriched protein 1 [Source:HGNC Symbol;Acc:HGNC:18312]	protein_coding
PYCARD	16	PYCARD	PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]	protein_coding
PYCR1	17	PYCR1	pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]	protein_coding
PYCR2	1	PYCR2	pyrroline-5-carboxylate reductase 2 [Source:HGNC Symbol;Acc:HGNC:30262]	protein_coding
PYDC1	16	PYDC1	pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30261]	protein_coding
PYDC2	3	PYDC2	pyrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33512]	protein_coding
PYGB	20	PYGB	glycogen phosphorylase B [Source:HGNC Symbol;Acc:HGNC:9723]	protein_coding
PYGL	14	PYGL	glycogen phosphorylase L [Source:HGNC Symbol;Acc:HGNC:9725]	protein_coding
PYGM	11	PYGM	glycogen phosphorylase, muscle associated [Source:HGNC Symbol;Acc:HGNC:9726]	protein_coding
